GlycanID,GlyTouCanID,RawText,IUPACcondensed,WURCS
ZBioAcGc_76,G35722YG,Neu5Ac?2-6Gal?1-4GlcNAc?1-2Man?1-6(Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-4-2-5-6/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_e4-f1_f3-g2_h2-i1_i4-j1_j6-k2"
ZBioAcGc_77,,Neu5Ac?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-6(Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-4-2-5-6-7/a4-b1_b4-c1_c3-d1_c6-h1_d2-e1_e3-f1_e4-g1_h2-i1_i3-j1_i4-k1_k3-l2"
ZBioAcGc_8,,Neu5Gc?2-6Gal?1-4GlcNAc?1-2Man?1-3Man?1-4GlcNAc?1-4GlcNAc-,Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,7,6/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCCO/3=O]/1-2-3-4-2-5-6/a4-b1_b4-c1_c3-d1_d2-e1_e4-f1_f6-g2"
ZBioAcGc_9,,Neu5Gc?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3Man?1-4GlcNAc?1-4GlcNAc-,Neu5Gc(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,8,7/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCCO/3=O]/1-2-3-4-2-5-6-7/a4-b1_b4-c1_c3-d1_d2-e1_e3-f1_e4-g1_g3-h2"
ZBioBisectingN_1,G76241TN,GlcNAc?1-2Man?1-6(GlcNAc?1-4)(GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/4,8,7/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5]/1-2-3-4-2-2-4-2/a4-b1_b4-c1_c3-d1_c4-f1_c6-g1_d2-e1_g2-h1"
ZBioBisectingN_10,G39181YB,GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,10,9/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-6-2-4-2/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e3-f1_e4-g1_i2-j1"
ZBioBisectingN_11,,GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-7-2-4-2/a4-b1_b4-c1_c3-d1_c4-i1_c6-j1_d2-e1_e3-f1_e4-g1_g3-h2_j2-k1"
ZBioBisectingN_12,,Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-4-2-5/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f3-g2_i2-j1_j4-k1"
ZBioBisectingN_13,G72356JA,Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-6Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-4-2-5/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f6-g2_i2-j1_j4-k1"
ZBioBisectingN_14,G51274LI,Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-6-2-4-2-6/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e3-f1_e4-g1_i2-j1_j4-k1"
ZBioBisectingN_15,,Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-7-2-4-2-6/a4-b1_b4-c1_c3-d1_c4-i1_c6-j1_d2-e1_e3-f1_e4-g1_g3-h2_j2-k1_k4-l1"
ZBioBisectingN_16,G62781GE,Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-6Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f6-g2_i2-j1_j4-k1_k3-l2"
ZBioBisectingN_17,,Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-4-2-6-7/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e3-f1_e4-g1_i2-j1_j4-k1_k3-l2"
ZBioBisectingN_18,,Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,13,12/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-7-2-4-2-6-7/a4-b1_b4-c1_c3-d1_c4-i1_c6-j1_d2-e1_e3-f1_e4-g1_g3-h2_j2-k1_k4-l1_l3-m2"
ZBioBisectingN_19,,Neu5Ac?2-6Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-4-2-6-7/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e3-f1_e4-g1_i2-j1_j4-k1_k6-l2"
ZBioBisectingN_2,G86522OD,Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/5,10,9/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-5-2-4-2-5/a4-b1_b4-c1_c3-d1_c4-g1_c6-h1_d2-e1_e4-f1_h2-i1_i4-j1"
ZBioBisectingN_20,,Neu5Ac?2-6Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,13,12/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-7-2-4-2-6-7/a4-b1_b4-c1_c3-d1_c4-i1_c6-j1_d2-e1_e3-f1_e4-g1_g3-h2_j2-k1_k4-l1_l6-m2"
ZBioBisectingN_21,,Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,13,12/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-7-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c4-i1_c6-j1_d2-e1_e3-f1_e4-g1_g3-h2_j2-k1_k3-l1_k4-m1"
ZBioBisectingN_22,G67915MO,Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/5,9,8/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-2-4-2-5/a4-b1_b4-c1_c3-d1_c4-f1_c6-g1_d2-e1_g2-h1_h4-i1"
ZBioBisectingN_23,G04964UA,Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,10,9/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c4-f1_c6-g1_d2-e1_g2-h1_h4-i1_i3-j2"
ZBioBisectingN_24,,Neu5Ac?2-6Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,10,9/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c4-f1_c6-g1_d2-e1_g2-h1_h4-i1_i6-j2"
ZBioBisectingN_25,,Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-6(GlcNAc?1-4)(GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,10,9/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5]/1-2-3-4-2-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c4-f1_c6-g1_d2-e1_g2-h1_h3-i1_h4-j1"
ZBioBisectingN_26,,Neu5Ac?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-6(GlcNAc?1-4)(GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a1221m-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-2-4-2-5-6-7/a4-b1_b4-c1_c3-d1_c4-f1_c6-g1_d2-e1_g2-h1_h3-i1_h4-j1_j3-k2"
ZBioBisectingN_27,,Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c4-g1_c6-h1_d2-e1_e4-f1_h2-i1_i4-j1_j3-k2"
ZBioBisectingN_28,,Neu5Ac?2-6Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c4-g1_c6-h1_d2-e1_e4-f1_h2-i1_i4-j1_j6-k2"
ZBioBisectingN_29,G09650BK,Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,11,10/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3-4-2-5-2-4-2-6-5/a4-b1_b4-c1_c3-d1_c4-g1_c6-h1_d2-e1_e4-f1_h2-i1_i3-j1_i4-k1"
ZBioBisectingN_3,G73907HE,Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f3-g2_i2-j1_j4-k1_k3-l2"
ZBioBisectingN_30,,Neu5Ac?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][a1221m-1a_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-2-4-2-6-5-7/a4-b1_b4-c1_c3-d1_c4-g1_c6-h1_d2-e1_e4-f1_h2-i1_i3-j1_i4-k1_k3-l2"
ZBioBisectingN_31,,Neu5Ac?2-6Gal?1-4GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/6,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3-4-2-5-6-2-4-2-5-6/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f3-g2_i2-j1_j4-k1_k6-l2"
ZBioBisectingN_32,,Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-2-4-2-7-5/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f3-g2_i2-j1_j3-k1_j4-l1"
ZBioBisectingN_33,,Neu5Ac?2-3Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-3Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,13,12/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-2-4-2-7-5-6/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f3-g2_i2-j1_j3-k1_j4-l1_l3-m2"
ZBioBisectingN_34,,Gal?1-4(Fuc?1-3)GlcNAc?1-2Man?1-6(GlcNAc?1-4)(Neu5Ac?2-6Gal?1-4GlcNAc?1-2Man?1-3)Man?1-4GlcNAc?1-4GlcNAc-,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc(?1-,"WURCS=2.0/7,12,11/[a2122h-1x_1-5_2*NCC/3=O][a2122h-1b_1-5_2*NCC/3=O][a1122h-1b_1-5][a1122h-1a_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O][a1221m-1a_1-5]/1-2-3-4-2-5-6-2-4-2-7-5/a4-b1_b4-c1_c3-d1_c4-h1_c6-i1_d2-e1_e4-f1_f6-g2_i2-j1_j3-k1_j4-l1"
